Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
NIKO,DOG,BORDER COLLIE,BLACK/WHITE,Male,MED,7/5/2013,K17-024237,DS49,A354675,7/5/2017,7/22/2017,17,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
CHRYSANTHEMUM,DOG,NORW ELKHOUND,TRICOLOR,Spayed,LARGE,9/29/2008,K14-011288,DS69,A268763,10/16/2014,10/17/2014,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.446019, -122.766748)",1
VIDA,DOG,GREAT PYRENEES,WHITE,Female,LARGE,,K15-012443,TRUCK,A254078,1/15/2015,1/15/2015,0,STRAY,PHONE,RETURN TO OWNER,FLD_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409(38.458965, -122.630156)",1
TATIANA,CAT,DOMESTIC SH,BUFF/WHITE,Female,SMALL,,K14-012019,CA03,A314746,12/9/2014,12/18/2014,9,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
PULGAS,DOG,CHIHUAHUA SH,TAN,Neutered,SMALL,4/20/2014,K16-018549,DA01,A335924,4/20/2016,5/13/2016,23,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
PEE WEE,DOG,CHIHUAHUA SH,WHITE/TAN,Neutered,TOY,3/12/2008,K18-027516,DA48,A369348,3/12/2018,5/5/2018,54,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,COUNTY,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,,K16-019717,CS06,A339437,7/9/2016,7/12/2016,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
MARTY,DOG,PIT BULL,BLUE/WHITE,Neutered,MED,1/16/2008,K16-017490,TRUCK,A331977,1/16/2016,1/16/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1
KODA LEE,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,4/7/2010,K14-008196,DA15,A304635,3/26/2014,5/29/2014,64,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95422,"95422(38.962754, -122.634743)",1
KAGO,DOG,LABRADOR RETR,BLACK,Neutered,LARGE,1/3/2013,K13-007088,DA36,A300781,12/20/2013,1/3/2014,14,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,94931,"94931(38.325442, -122.71081)",1
*DAMON,DOG,PIT BULL,WHITE/TAN,Neutered,PUPPY,7/17/2014,K14-011148,MAC,A311666,10/7/2014,10/11/2014,4,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94580,"94580(37.678849, -122.131241)",1
*TIPPY,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,MED,12/19/2015,K17-023663,DA10,A353338,5/27/2017,6/20/2017,24,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
*HARRY,CAT,DOMESTIC LH,BLACK,Neutered,SMALL,11/19/2009,K16-021959,CA02,A255848,12/20/2016,1/7/2017,18,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,DOMESTIC SH,TORTIE,Female,KITTN,,K14-010610,RECEIVING,A311118,9/3/2014,9/3/2014,0,STRAY,OVER THE COUNTER,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
*BABE,OTHER,RABBIT SH,BLACK,Spayed,SMALL,10/2/2013,K15-013292,CA01,A318961,3/24/2015,6/11/2015,79,STRAY,OVER THE COUNTER,TRANSFER,PENINSULA,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,,,1
SARA BELL,DOG,BORDER COLLIE,BLACK/TAN,Spayed,MED,10/1/2004,K17-022696,DS92,A035813,3/4/2017,3/7/2017,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
,OTHER,DEGU,BROWN,Unknown,SMALL,,K14-008075,CI01,A303979,3/14/2014,5/14/2014,61,STRAY,OVER THE COUNTER,TRANSFER,PERMIT,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.236012, -122.730241)",1
LEO,DOG,PIT BULL,BLACK/WHITE,Neutered,LARGE,3/14/2012,K15-013158,DS83,A295213,3/14/2015,4/6/2015,23,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
MOONPIE,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,12/27/2015,K17-024135,CA02,A354491,6/27/2017,7/22/2017,25,STRAY,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*CELESTE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,7/31/2014,K14-010302,CA03,A310198,8/15/2014,10/15/2014,61,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*MICHAEL,DOG,MIN PINSCHER,BLACK/TAN,Neutered,SMALL,8/22/2017,K18-026990,DA48,A366816,1/12/2018,1/23/2018,11,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*RUFUS,DOG,PIT BULL/MIX,RED/WHITE,Neutered,LARGE,9/9/2013,K14-010416,DA38,A310482,8/21/2014,9/19/2014,29,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*SERENA,DOG,PARSON RUSS TER/MIX,RED/WHITE,Spayed,TOY,1/10/2010,K14-009320,DA46,A308003,6/14/2014,7/10/2014,26,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
,DOG,ALASKAN HUSKY/GERM SHEPHERD,BROWN/RED,Male,LARGE,2/10/2016,K18-027223,DQ109,A368040,2/10/2018,2/22/2018,12,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
,CAT,DOMESTIC SH,GRAY,Female,SMALL,,K15-014980,TRUCK,A324420,7/16/2015,7/16/2015,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,WINDSOR,,,,1
*STEPHEN,OTHER,REX/MIX,BROWN,Neutered,SMALL,12/26/2012,K13-007154,CA01,A300932,12/26/2013,1/7/2014,12,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
,DOG,GERM SHEPHERD/BORDER COLLIE,BROWN/WHITE,Male,PUPPY,,K17-022233,DS52,A347148,1/14/2017,1/17/2017,3,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
MIA,DOG,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,3/3/2013,K17-022683,DS61,A349062,3/3/2017,3/3/2017,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
DEJOS,DOG,CHIHUAHUA SH,BLACK/TAN,Male,SMALL,5/22/2006,K14-010918,TRUCK,A310718,9/23/2014,9/23/2014,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*AMY,DOG,PARSON RUSS TER/MIX,WHITE,Spayed,SMALL,8/17/2017,K17-026274,DA01,A364015,11/13/2017,12/2/2017,19,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,7/23/2015,K15-015590,TX,A326271,8/23/2015,8/24/2015,1,STRAY,COMM CAT,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
*CHARLIE,CAT,DOMESTIC SH,WHITE/GRAY,Neutered,SMALL,3/9/2005,K17-022634,CA02,A348952,2/25/2017,3/15/2017,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95444,"95444(38.432805, -122.865868)",1
CARLA,CAT,SIAMESE,LILAC PT,Spayed,SMALL,12/2/2008,K15-016992,CS04,A329976,12/2/2015,12/5/2015,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,SIAMESE,LYNX PT,Female,KITTN,5/17/2017,K17-023849,RECEIVING,A353711,6/8/2017,6/8/2017,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
LUCKY,DOG,BORDER COLLIE/GERM SHEPHERD,BLACK/WHITE,Neutered,LARGE,7/2/2004,K16-019551,DS80,A339226,7/2/2016,8/11/2016,40,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,CON SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
,CAT,DOMESTIC SH,GRAY,Female,SMALL,10/2/2002,K14-011098,SMM,A312422,10/2/2014,10/9/2014,7,STRAY,FIELD,DIED,IN KENNEL,UNTREATABLE,DEAD,SANTA ROSA,,,,1
LUCY,DOG,GREAT PYRENEES,WHITE/TAN,Female,X-LRG,8/15/2013,K16-018014,DS63,A326057,3/8/2016,4/1/2016,24,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,SIERRA PAC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,OUT OF COUNTY,95746,"95746(38.745659, -121.186491)",1
,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,,K17-023411,CS06,A352524,5/9/2017,5/11/2017,2,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,4/20/2017,K17-023380,RECEIVING,A352301,5/5/2017,5/5/2017,0,STRAY,OVER THE COUNTER,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,,,,1
ZUKA,DOG,LABRADOR RETR,BLACK,Neutered,LARGE,10/9/2004,K14-011167,DS74,A312582,10/9/2014,10/10/2014,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,94922,"94922(38.341597, -122.94284)",1
BENNY,DOG,POODLE TOY/MIX,BLACK/WHITE,Neutered,TOY,3/27/2014,K15-013232,DA07,A318246,3/19/2015,4/2/2015,14,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
LEGEND,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,4/25/2014,K14-009479,LOBBY,A308316,6/25/2014,7/11/2014,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
OPIE,DOG,COCKER SPAN/MIX,WHITE,Neutered,SMALL,2/6/2014,K14-010146,DA43,A309835,8/6/2014,8/15/2014,9,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*HEIDI,DOG,GERM SHEPHERD/MIX,BLACK/RED,Spayed,MED,5/2/2013,K14-008690,DA16,A306156,5/2/2014,5/17/2014,15,STRAY,OVER THE COUNTER,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94947,"94947(38.098743, -122.592459)",1
DUNCAN,DOG,QUEENSLAND HEEL/MIX,RED,Male,LARGE,8/18/2014,K15-013595,DS68,A320754,4/16/2015,4/18/2015,2,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
MARKUS,DOG,PARSON RUSS TER,WHITE/BROWN,Neutered,SMALL,5/17/2014,K16-018758,DA45,A336689,5/7/2016,7/23/2016,77,STRAY,FIELD,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
KAWA,DOG,PIT BULL/MIX,WHITE/BROWN,Male,MED,1/12/2012,K17-026001,DS80,A314525,10/24/2017,11/3/2017,10,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
SCAR,CAT,DOMESTIC LH,BLK SMOKE,Neutered,SMALL,12/6/2016,K17-026439,CA02,A364914,11/25/2017,12/19/2017,24,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1
,OTHER,CHICKEN,WHITE/WHITE,Female,SMALL,,K16-017367,SAL,A331594,1/6/2016,1/20/2016,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95492,"95492(38.541541, -122.809202)",1
THELMA,DOG,PIT BULL/MIX,BROWN/WHITE,Spayed,MED,1/13/2015,K16-017446,DS81,A331858,1/13/2016,1/14/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
MINNIE,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,12/1/2009,K17-024685,CA02,A246572,8/3/2017,8/26/2017,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*GEORGIA,DOG,CATAHOULA/MIX,BLUE MERLE,Spayed,LARGE,10/24/2013,K16-020912,DA34,A342893,9/27/2016,10/27/2016,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
NYHA,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,2/18/2012,K14-007744,DS84,A302846,2/18/2014,2/18/2014,0,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
,CAT,DOMESTIC SH,GRAY,Unknown,KITTN,4/6/2016,K16-018393,RECEIVING,A335389,4/8/2016,4/8/2016,0,STRAY,COMM CAT,TRANSFER,PETLUMA PP,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1
GRAY,CAT,DOMESTIC SH,GRAY,Unknown,SMALL,,K17-022583,CS06,A348548,2/18/2017,2/21/2017,3,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*CHUCK,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,7/7/2015,K15-015376,TX,A325074,8/11/2015,9/12/2015,32,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
LADY,DOG,MALTESE/POODLE MIN,GRAY,Spayed,SMALL,11/21/2000,K14-011799,DS63,A314125,11/21/2014,11/21/2014,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
BEASTIE,DOG,PIT BULL,YELLOW,Neutered,MED,12/29/2013,K15-012938,DS62,A316824,2/26/2015,2/27/2015,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,,K16-020691,TRUCK,A342091,9/9/2016,9/9/2016,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
BELLA,DOG,GERM SHEPHERD/LABRADOR RETR,BLACK/TAN,Spayed,LARGE,10/1/2007,K14-011053,DS71,A312356,9/30/2014,10/1/2014,1,TRANSFER,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
JIMMY,DOG,LHASA APSO/MIX,WHITE/GRAY,Neutered,SMALL,6/19/2014,K15-012826,DA44,A316890,2/19/2015,3/14/2015,23,STRAY,FIELD,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,,K15-016919,CS06,A329889,11/28/2015,12/3/2015,5,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,COUNTY,COUNTY,94954,"94954(38.245316, -122.59871)",1
*MOE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,4/18/2014,K14-009617,49ERPET,A308704,7/2/2014,7/7/2014,5,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
ENZO,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,7/19/2013,K16-020467,DA27,A339886,8/25/2016,9/9/2016,15,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,NC POODLE,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95602,"95602(38.986717, -121.096197)",1
,OTHER,CHICKEN,TRICOLOR,Male,SMALL,,K18-027946,SAL,A371088,4/23/2018,5/9/2018,16,STRAY,FIELD,TRANSFER,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
CHUCKIE,DOG,CHIHUAHUA SH/MIX,BROWN/WHITE,Male,SMALL,2/10/2016,K17-022479,DA14,A348047,2/7/2017,2/10/2017,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
FREDDY G,CAT,DOMESTIC SH,WHITE/BROWN,Neutered,SMALL,4/11/2004,K18-027802,SMM,A370742,4/10/2018,4/11/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*ELLIOT,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,9/25/2013,K14-010982,CS05,A312100,9/25/2014,10/11/2014,16,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*BUSTER,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,3/12/2016,K16-020552,MAC,A340580,8/31/2016,9/18/2016,18,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,89128,"89128(36.196748, -115.265668)",1
*BERT,CAT,DOMESTIC SH,GRAY,Neutered,SMALL,9/4/2016,K16-021371,CS04,A344639,10/28/2016,11/5/2016,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
DIEGO,DOG,CHIHUAHUA SH,TAN,Neutered,PUPPY,4/20/2015,K16-017348,DA46,A331565,1/5/2016,3/5/2016,60,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
CASQUILLO,DOG,TR WALKER HOUND,TRICOLOR,Neutered,LARGE,7/20/2016,K16-021905,DS81,A346301,12/16/2016,12/20/2016,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1
*PUNKY,DOG,PIT BULL/MIX,BLACK,Spayed,MED,8/22/2014,K15-015559,DQ117,A326235,8/22/2015,9/23/2015,32,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/REHAB,UNTREATABLE,COUNTY,,,,1
COOKIE,DOG,POMERANIAN,TAN/WHITE,Neutered,SMALL,11/27/2015,K17-026076,DA04,A363731,10/27/2017,11/29/2017,33,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
*KYLE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,3/21/2017,K17-024027,LOBBY,A354174,6/21/2017,7/11/2017,20,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*MONKEY,DOG,MALTESE/MIX,WHITE,Female,TOY,,K18-027451,CA03,A369246,3/6/2018,3/14/2018,8,STRAY,FIELD,TRANSFER,DOGWOOD,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*JASPER,CAT,DOMESTIC MH,BLK TABBY,Neutered,KITTN,11/21/2017,K18-026953,LOBBY,A366743,1/9/2018,1/17/2018,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
RUSSETT,OTHER,RABBIT SH,TAN,Neutered,SMALL,4/9/2014,K15-013396,CA01,A319624,3/31/2015,4/10/2015,10,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
TUBBS,DOG,CAIRN TERRIER/SKYE TERRIER,BLACK/GRAY,Neutered,SMALL,10/21/2011,K18-027495,MOBILE,A362583,3/9/2018,3/17/2018,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,MOB EVENT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
ROSIE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,3/7/2018,K18-027770,LOBBY,A370675,4/7/2018,5/2/2018,25,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*HAZEL,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,4/11/2014,K14-008734,LOBBY,A306238,5/6/2014,6/6/2014,31,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
POTATO,DOG,CHIHUAHUA SH/MIX,TAN,Spayed,SMALL,4/14/2014,K17-023125,DA48,A351125,4/14/2017,5/6/2017,22,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
,CAT,DOMESTIC SH,WHITE,Unknown,KITTN,,K17-023212,RECEIVING,A351297,4/21/2017,4/21/2017,0,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,94951,"94951(38.314417, -122.656863)",1
,DOG,LABRADOR RETR/MIX,BLACK,Male,LARGE,,K17-023985,TRUCK,A354106,6/17/2017,6/17/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_NBR,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
LILLY,DOG,ENG BULLDOG,TRICOLOR,Spayed,MED,1/1/2003,K14-011745,TRUCK,A036366,11/18/2014,11/18/2014,0,STRAY,PRIV_SHELT,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
JELLY BEAN,DOG,POODLE MIN,GRAY,Spayed,SMALL,10/8/2007,K14-008717,DS55,A306203,5/5/2014,5/6/2014,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492(38.541541, -122.809202)",1
LOLA,DOG,BORDER TERRIER/MIX,BROWN,Spayed,SMALL,4/14/2016,K16-020945,DA01,A342993,9/29/2016,10/14/2016,15,STRAY,FIELD,ADOPTION,FACEBOOK,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
KINKY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,4/23/2015,K15-014556,LOBBY,A323187,6/23/2015,6/27/2015,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,11/21/2006,K17-026350,SMM,A364115,11/15/2017,12/8/2017,23,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,,,,1
